itr,wall,itr_time,loss,bpd,fe,total_time,grad_norm,kinetic_energy,jacobian_norm2
0,8.0396,8.0396,27.9725,27.9725,320.0,10.0000,217.3083,0.0025,0.0000
1,11.5262,3.4866,27.8786,27.8786,320.0,10.0000,216.6482,0.0025,0.0000
2,15.0417,3.5155,27.8683,27.8683,320.0,10.0000,214.5698,0.0025,0.0000
3,18.5631,3.5214,27.8459,27.8459,320.0,10.0000,217.3996,0.0024,0.0000
4,22.0737,3.5106,27.7099,27.7099,320.0,10.0000,216.5949,0.0024,0.0000
5,25.5947,3.5211,27.6106,27.6106,320.0,10.0000,216.5437,0.0024,0.0000
6,29.1151,3.5204,27.5865,27.5865,320.0,10.0000,217.5121,0.0025,0.0000
7,32.6166,3.5015,27.5063,27.5063,320.0,10.0000,214.5149,0.0027,0.0000
8,36.1262,3.5095,27.2990,27.2989,320.0,10.0000,215.5008,0.0029,0.0000
9,39.6420,3.5158,27.1607,27.1606,320.0,10.0000,217.4475,0.0034,0.0000
10,43.1352,3.4933,27.1087,27.1087,320.0,10.0000,218.2083,0.0040,0.0000
11,46.6656,3.5303,26.7237,26.7236,320.0,10.0000,213.2787,0.0048,0.0000
12,50.1573,3.4917,26.4984,26.4984,320.0,10.0000,212.0849,0.0060,0.0000
13,53.6883,3.5310,26.3349,26.3348,320.0,10.0000,213.1401,0.0075,0.0000
14,57.2202,3.5319,26.1184,26.1183,320.0,10.0000,213.6167,0.0095,0.0000
15,60.7736,3.5534,25.7675,25.7674,320.0,10.0000,212.7533,0.0120,0.0000
16,64.3104,3.5368,25.5360,25.5359,320.0,10.0000,210.3733,0.0152,0.0000
17,67.8261,3.5157,25.3549,25.3547,320.0,10.0000,211.7070,0.0191,0.0000
18,71.3357,3.5096,25.0685,25.0683,320.0,10.0000,212.5756,0.0239,0.0000
19,74.8856,3.5499,24.5425,24.5422,320.0,10.0000,207.4547,0.0296,0.0000
20,78.4222,3.5366,24.3196,24.3193,320.0,10.0000,210.0614,0.0366,0.0000
21,81.9796,3.5573,23.8579,23.8574,320.0,10.0000,205.4150,0.0448,0.0000
22,85.5430,3.5635,23.4578,23.4573,320.0,10.0000,210.2901,0.0547,0.0000
23,89.1175,3.5745,23.0070,23.0064,320.0,10.0000,202.6970,0.0662,0.0000
24,92.6651,3.5476,22.6762,22.6754,320.0,10.0000,202.6893,0.0799,0.0000
25,96.2457,3.5806,22.1916,22.1907,320.0,10.0000,201.2079,0.0958,0.0000
26,99.7842,3.5385,21.8375,21.8363,320.0,10.0000,203.6833,0.1145,0.0000
27,103.3234,3.5392,21.3262,21.3249,320.0,10.0000,201.3311,0.1360,0.0000
28,106.8950,3.5716,20.9268,20.9252,320.0,10.0000,193.6766,0.1611,0.0000
29,110.4452,3.5502,20.2653,20.2634,320.0,10.0000,195.7331,0.1898,0.0000
30,114.0184,3.5732,19.8343,19.8320,320.0,10.0000,192.1407,0.2232,0.0000
31,117.5517,3.5333,19.2930,19.2904,320.0,10.0000,187.8829,0.2613,0.0000
32,121.1059,3.5542,18.7822,18.7792,320.0,10.0000,184.7427,0.3052,0.0000
33,124.6687,3.5628,18.1528,18.1492,320.0,10.0000,182.5918,0.3552,0.0000
34,128.2203,3.5516,17.6464,17.6423,320.0,10.0000,177.8548,0.4123,0.0000
35,131.7621,3.5418,17.1335,17.1287,320.0,10.0000,170.1569,0.4769,0.0000
36,135.3208,3.5587,16.5860,16.5805,320.0,10.0000,165.8699,0.5503,0.0000
37,138.9509,3.6302,16.2199,16.2136,320.0,10.0000,155.3732,0.6328,0.0000
38,142.5340,3.5830,15.5865,15.5792,320.0,10.0000,149.5737,0.7246,0.0000
39,146.1213,3.5873,15.1093,15.1010,320.0,10.0000,140.6296,0.8264,0.0000
40,149.7411,3.6198,14.6374,14.6280,320.0,10.0000,133.9883,0.9399,0.0001
41,153.3598,3.6187,14.2092,14.1985,320.0,10.0000,123.1270,1.0617,0.0001
42,156.9869,3.6271,13.6985,13.6866,320.0,10.0000,117.0071,1.1953,0.0001
43,160.6497,3.6628,13.3065,13.2932,320.0,10.0000,108.3244,1.3375,0.0001
44,164.3968,3.7471,13.2380,13.2232,320.0,10.0000,93.1954,1.4822,0.0001
45,168.0262,3.6295,12.7786,12.7622,320.0,10.0000,85.7069,1.6354,0.0002
46,171.6708,3.6446,12.7541,12.7362,320.0,10.0000,74.3578,1.7888,0.0002
47,175.3122,3.6413,12.3174,12.2980,320.0,10.0000,66.7405,1.9425,0.0003
48,179.0362,3.7240,12.0897,12.0687,320.0,10.0000,58.8137,2.0943,0.0003
49,182.6836,3.6474,11.9916,11.9692,320.0,10.0000,52.3289,2.2440,0.0004
50,186.3557,3.6721,11.7424,11.7186,320.0,10.0000,47.8862,2.3883,0.0004
51,190.0669,3.7112,11.6831,11.6578,320.0,10.0000,45.0688,2.5283,0.0005
52,193.8034,3.7365,11.5501,11.5235,320.0,10.0000,43.7213,2.6605,0.0006
53,197.5815,3.7780,11.2579,11.2300,320.0,10.0000,43.0211,2.7840,0.0007
54,201.2119,3.6304,11.0836,11.0546,320.0,10.0000,43.0560,2.8996,0.0008
55,204.8449,3.6330,10.6915,10.6613,320.0,10.0000,41.3383,3.0127,0.0009
56,208.6200,3.7751,10.6821,10.6511,320.0,10.0000,42.2578,3.0948,0.0010
57,212.2713,3.6513,10.6485,10.6169,320.0,10.0000,42.4820,3.1664,0.0012
58,215.9581,3.6868,10.1458,10.1133,320.0,10.0000,38.7254,3.2474,0.0014
59,219.6581,3.7000,10.1614,10.1283,320.0,10.0000,37.5456,3.3040,0.0015
60,223.4028,3.7447,9.9026,9.8692,320.0,10.0000,35.0152,3.3423,0.0016
61,227.1962,3.7933,9.8233,9.7896,320.0,10.0000,32.5477,3.3757,0.0017
62,230.9998,3.8036,9.7200,9.6861,320.0,10.0000,30.2548,3.3889,0.0019
63,234.7434,3.7436,9.3664,9.3320,320.0,10.0000,25.2286,3.4349,0.0021
64,238.4517,3.7083,8.8673,8.8324,320.0,10.0000,20.4375,3.4848,0.0023
65,242.3065,3.8548,9.2611,9.2265,320.0,10.0000,20.8190,3.4574,0.0024
66,246.0060,3.6995,8.7954,8.7604,320.0,10.0000,17.8758,3.5066,0.0026
67,249.8135,3.8075,8.8491,8.8140,320.0,10.0000,17.6719,3.5115,0.0028
68,253.4851,3.6716,8.8460,8.8107,320.0,10.0000,17.8882,3.5320,0.0029
69,257.2005,3.7154,8.5336,8.4977,320.0,10.0000,18.3572,3.5881,0.0032
70,260.8954,3.6949,8.4712,8.4349,320.0,10.0000,19.1899,3.6276,0.0034
71,264.6314,3.7360,8.5620,8.5253,320.0,10.0000,19.6674,3.6639,0.0036
72,268.4638,3.8325,8.4896,8.4522,320.0,10.0000,20.1954,3.7330,0.0039
73,272.1391,3.6752,8.4508,8.4128,320.0,10.0000,20.4172,3.7991,0.0042
74,275.8420,3.7029,8.2643,8.2253,320.0,10.0000,20.6011,3.8936,0.0046
75,279.4966,3.6547,8.2042,8.1643,320.0,10.0000,20.0835,3.9847,0.0049
76,283.2161,3.7195,7.8216,7.7800,320.0,10.0000,20.3718,4.1508,0.0055
77,287.0219,3.8058,7.9659,7.9236,320.0,10.0000,19.1438,4.2234,0.0060
78,290.8188,3.7969,8.0486,8.0053,320.0,10.0000,17.8095,4.3214,0.0063
79,294.5951,3.7763,7.5131,7.4673,320.0,10.0000,17.6480,4.5697,0.0071
80,298.3419,3.7468,7.6200,7.5735,320.0,10.0000,16.3060,4.6425,0.0077
81,302.0571,3.7152,7.4150,7.3665,320.0,10.0000,15.5125,4.8392,0.0085
82,305.7538,3.6967,7.3411,7.2911,320.0,10.0000,14.9234,4.9872,0.0092
83,309.3865,3.6326,7.0984,7.0466,320.0,10.0000,14.4496,5.1782,0.0097
84,313.1284,3.7419,7.0175,6.9640,320.0,10.0000,14.3254,5.3412,0.0105
85,316.9277,3.7993,7.1909,7.1366,320.0,10.0000,15.0920,5.4191,0.0113
86,320.7747,3.8470,7.1554,7.1000,320.0,10.0000,15.5251,5.5302,0.0117
87,324.6142,3.8395,6.8291,6.7715,320.0,10.0000,14.6823,5.7492,0.0129
88,328.4180,3.8037,6.9907,6.9327,320.0,10.0000,15.7221,5.7846,0.0137
89,332.1616,3.7437,6.6168,6.5565,320.0,10.0000,14.2653,6.0208,0.0147
90,335.9726,3.8110,6.5839,6.5229,320.0,10.0000,14.3925,6.0840,0.0157
91,339.7652,3.7926,6.3899,6.3276,320.0,10.0000,13.6994,6.2088,0.0168
92,343.5675,3.8022,6.4513,6.3886,320.0,10.0000,13.7291,6.2534,0.0176
93,347.3593,3.7918,6.5418,6.4789,320.0,10.0000,13.8104,6.2640,0.0180
94,351.1187,3.7594,6.4092,6.3456,320.0,10.0000,13.2880,6.3344,0.0187
95,354.8821,3.7634,6.3880,6.3237,320.0,10.0000,13.1247,6.4136,0.0199
96,358.6482,3.7661,6.4199,6.3556,320.0,10.0000,13.2594,6.4157,0.0207
97,362.3688,3.7206,6.3393,6.2740,320.0,10.0000,13.0136,6.5120,0.0211
98,366.0943,3.7255,6.1641,6.0981,320.0,10.0000,12.8898,6.5743,0.0227
99,369.7639,3.6696,6.0595,5.9923,320.0,10.0000,12.7836,6.6947,0.0238
100,373.4498,3.6859,5.9236,5.8550,320.0,10.0000,12.9024,6.8399,0.0256
101,377.1269,3.6771,6.0442,5.9754,320.0,10.0000,13.0953,6.8537,0.0260
102,380.8566,3.7297,5.8912,5.8213,320.0,10.0000,12.9533,6.9554,0.0283
103,384.6250,3.7684,5.7510,5.6797,320.0,10.0000,12.7510,7.1070,0.0291
104,388.3459,3.7209,5.6206,5.5482,320.0,10.0000,12.6394,7.2170,0.0307
105,392.2089,3.8630,5.6248,5.5509,320.0,10.0000,12.2884,7.3549,0.0332
106,395.9361,3.7272,5.4611,5.3855,320.0,10.0000,12.0760,7.5264,0.0338
107,399.7198,3.7837,5.5440,5.4679,320.0,10.0000,12.0534,7.5747,0.0360
108,403.4952,3.7754,5.5193,5.4421,320.0,10.0000,11.9612,7.6823,0.0378
109,407.2544,3.7592,5.4176,5.3383,320.0,10.0000,11.6174,7.8927,0.0388
110,411.0543,3.7999,5.4711,5.3916,320.0,10.0000,11.8086,7.9163,0.0404
111,414.7900,3.7357,5.4121,5.3313,320.0,10.0000,11.6401,8.0364,0.0431
112,418.4888,3.6988,5.4065,5.3246,320.0,10.0000,11.6953,8.1384,0.0448
113,422.1651,3.6763,5.1883,5.1035,320.0,10.0000,11.1672,8.4317,0.0484
114,425.8527,3.6876,4.9769,4.8897,320.0,10.0000,10.6035,8.6737,0.0517
115,429.6275,3.7748,4.9219,4.8333,320.0,10.0000,10.4915,8.8085,0.0520
116,433.3388,3.7113,5.1976,5.1097,320.0,10.0000,11.1028,8.7375,0.0529
117,437.1153,3.7765,5.1457,5.0568,320.0,10.0000,10.9391,8.8344,0.0566
118,440.8293,3.7140,5.1220,5.0327,320.0,10.0000,10.9436,8.8720,0.0581
119,444.5454,3.7161,5.1048,5.0146,320.0,10.0000,10.8578,8.9595,0.0600
120,448.3415,3.7960,5.0216,4.9294,320.0,10.0000,10.6301,9.1580,0.0632
121,452.2116,3.8701,4.9007,4.8068,320.0,10.0000,10.3192,9.3230,0.0670
122,455.9307,3.7190,4.9448,4.8501,320.0,10.0000,10.3271,9.4051,0.0683
123,459.7191,3.7885,4.7748,4.6778,320.0,10.0000,9.8889,9.6311,0.0730
124,463.4155,3.6964,4.7490,4.6505,320.0,10.0000,9.8607,9.7808,0.0749
125,467.0413,3.6257,4.8276,4.7284,320.0,10.0000,10.0105,9.8465,0.0775
126,470.6851,3.6438,4.6912,4.5902,320.0,10.0000,9.7152,10.0204,0.0783
127,474.3828,3.6977,4.7455,4.6435,320.0,10.0000,9.6591,10.1148,0.0835
128,478.1842,3.8014,4.7322,4.6282,320.0,10.0000,9.5768,10.3146,0.0863
129,481.9521,3.7678,4.7113,4.6059,320.0,10.0000,9.4700,10.4530,0.0890
130,485.6839,3.7319,4.5991,4.4912,320.0,10.0000,9.1878,10.6949,0.0946
131,489.3703,3.6864,4.5378,4.4276,320.0,10.0000,8.9541,10.9319,0.0973
132,493.0743,3.7040,4.5155,4.4037,320.0,10.0000,8.8379,11.0819,0.1026
133,496.7620,3.6877,4.6102,4.4972,320.0,10.0000,8.9517,11.1967,0.1031
134,500.5128,3.7508,4.5039,4.3881,320.0,10.0000,8.7484,11.4716,0.1091
135,504.2613,3.7485,4.5332,4.4168,320.0,10.0000,8.7758,11.5287,0.1123
136,507.9231,3.6619,4.4452,4.3251,320.0,10.0000,8.5039,11.8962,0.1170
137,511.5810,3.6578,4.4638,4.3430,320.0,10.0000,8.5703,11.9527,0.1230
138,515.2868,3.7059,4.4839,4.3628,320.0,10.0000,8.6411,11.9851,0.1217
139,519.0302,3.7433,4.4920,4.3683,320.0,10.0000,8.6674,12.2478,0.1279
140,522.7686,3.7385,4.2669,4.1378,320.0,10.0000,8.1969,12.7747,0.1345
141,526.4661,3.6975,4.2625,4.1327,320.0,10.0000,8.2326,12.8478,0.1364
142,530.2364,3.7703,4.0878,3.9537,320.0,10.0000,8.0181,13.2734,0.1404
143,533.9032,3.6668,4.1891,4.0557,320.0,10.0000,8.3443,13.1940,0.1414
144,537.6505,3.7474,4.1597,4.0245,320.0,10.0000,8.2564,13.3712,0.1479
145,541.4286,3.7781,4.3284,4.1951,320.0,10.0000,8.9320,13.1827,0.1474
146,545.1397,3.7111,4.2342,4.0971,320.0,10.0000,8.7829,13.5545,0.1534
147,548.8374,3.6977,4.1827,4.0447,320.0,10.0000,8.8358,13.6383,0.1568
148,552.5169,3.6795,4.2108,4.0721,320.0,10.0000,9.0412,13.7078,0.1615
149,556.2037,3.6868,4.0721,3.9295,320.0,10.0000,8.9212,14.0972,0.1635
150,560.0516,3.8479,4.0421,3.8986,320.0,10.0000,9.0016,14.1818,0.1702
151,563.7328,3.6812,3.9419,3.7959,320.0,10.0000,8.9234,14.4234,0.1757
152,567.4463,3.7135,4.0231,3.8776,320.0,10.0000,9.3966,14.3708,0.1765
153,571.1660,3.7197,4.0142,3.8686,320.0,10.0000,9.7240,14.3829,0.1765
154,574.9191,3.7532,3.9178,3.7697,320.0,10.0000,9.5483,14.6217,0.1848
155,578.7329,3.8138,3.9616,3.8135,320.0,10.0000,10.0846,14.6122,0.1894
156,582.4323,3.6994,3.9336,3.7849,320.0,10.0000,10.3043,14.6858,0.1895
157,586.1561,3.7238,3.8769,3.7272,320.0,10.0000,10.3253,14.7834,0.1942
158,589.9076,3.7515,3.6989,3.5460,320.0,10.0000,9.8086,15.0947,0.2017
159,593.5610,3.6534,3.7861,3.6343,320.0,10.0000,10.6396,14.9760,0.2043
160,597.2012,3.6402,3.8016,3.6513,320.0,10.0000,10.9987,14.8282,0.2064
161,600.8381,3.6369,3.6236,3.4701,320.0,10.0000,10.4990,15.1383,0.2142
162,604.5369,3.6988,3.6598,3.5075,320.0,10.0000,10.6933,15.0114,0.2201
163,608.2706,3.7337,3.5525,3.3981,320.0,10.0000,10.6884,15.2172,0.2192
164,612.0475,3.7769,3.5614,3.4075,320.0,10.0000,10.9819,15.1719,0.2268
165,615.7993,3.7518,3.5789,3.4273,320.0,10.0000,11.5147,14.9359,0.2281
166,619.5147,3.7154,3.4521,3.2985,320.0,10.0000,10.7721,15.1295,0.2336
167,623.2517,3.7370,3.4838,3.3322,320.0,10.0000,11.3233,14.9199,0.2363
168,627.0129,3.7612,3.3427,3.1896,320.0,10.0000,10.6735,15.0679,0.2394
169,630.7247,3.7117,3.4020,3.2514,320.0,10.0000,11.0604,14.8132,0.2433
170,634.4407,3.7160,3.3092,3.1576,320.0,10.0000,10.7139,14.9070,0.2497
171,638.1475,3.7069,3.2686,3.1176,320.0,10.0000,10.4549,14.8406,0.2576
172,641.8471,3.6996,3.1856,3.0350,320.0,10.0000,10.3121,14.8121,0.2575
173,645.5638,3.7167,3.2071,3.0581,320.0,10.0000,10.5187,14.6377,0.2626
174,649.3423,3.7784,3.1202,2.9716,320.0,10.0000,9.8961,14.5943,0.2666
175,652.9831,3.6409,3.0929,2.9452,320.0,10.0000,9.9611,14.4973,0.2704
176,656.6256,3.6424,3.0181,2.8702,320.0,10.0000,9.6127,14.5132,0.2781
177,660.2391,3.6136,3.0772,2.9338,320.0,10.0000,9.9480,14.0659,0.2733
178,663.9062,3.6670,3.0182,2.8751,320.0,10.0000,9.5241,14.0327,0.2804
179,667.5314,3.6252,2.9726,2.8307,320.0,10.0000,9.1519,13.9062,0.2845
180,671.1431,3.6117,2.9337,2.7926,320.0,10.0000,8.8003,13.8207,0.2887
181,674.8809,3.7378,2.8744,2.7354,320.0,10.0000,8.3568,13.6068,0.2909
182,678.7179,3.8370,2.8620,2.7249,320.0,10.0000,8.2058,13.4100,0.2947
183,682.5053,3.7874,2.8331,2.6968,320.0,10.0000,7.5298,13.3371,0.3002
184,686.3026,3.7973,2.8028,2.6689,320.0,10.0000,7.1614,13.0966,0.2956
185,690.0367,3.7341,2.8124,2.6804,320.0,10.0000,7.0131,12.8874,0.3039
186,693.6821,3.6455,2.7820,2.6517,320.0,10.0000,6.5640,12.7257,0.3024
187,697.3268,3.6447,2.7626,2.6337,320.0,10.0000,6.1473,12.5921,0.3035
188,701.0499,3.7231,2.7218,2.5939,320.0,10.0000,5.7184,12.4799,0.3054
189,704.7760,3.7261,2.7253,2.5997,320.0,10.0000,5.4149,12.2589,0.3020
190,708.5364,3.7604,2.6759,2.5498,320.0,10.0000,4.9287,12.3031,0.3036
191,712.2277,3.6912,2.6568,2.5315,320.0,10.0000,4.6717,12.2244,0.3021
192,715.9698,3.7421,2.6418,2.5170,320.0,10.0000,4.6265,12.1702,0.3079
193,719.7508,3.7810,2.6087,2.4846,320.0,10.0000,4.6033,12.1096,0.2966
194,723.4189,3.6681,2.6270,2.5037,320.0,10.0000,4.7181,12.0334,0.2997
195,727.0617,3.6428,2.5855,2.4631,320.0,10.0000,4.7447,11.9356,0.3016
196,730.8006,3.7388,2.5917,2.4709,320.0,10.0000,4.7487,11.7770,0.3027
197,734.4733,3.6727,2.5681,2.4488,320.0,10.0000,4.7252,11.6250,0.3049
198,738.2122,3.7389,2.5305,2.4121,320.0,10.0000,4.4652,11.5361,0.3025
199,741.9014,3.6892,2.5298,2.4141,320.0,10.0000,4.2938,11.2698,0.3013
200,745.6067,3.7053,2.5013,2.3877,320.0,10.0000,4.1057,11.0583,0.3002
201,749.2922,3.6855,2.5096,2.3991,320.0,10.0000,3.7380,10.7524,0.3021
202,753.0177,3.7256,2.5223,2.4139,320.0,10.0000,3.6073,10.5329,0.3028
203,756.6880,3.6703,2.4897,2.3829,320.0,10.0000,3.4203,10.3811,0.2990
204,760.3890,3.7010,2.5068,2.4019,320.0,10.0000,3.1999,10.1809,0.3049
205,764.0486,3.6596,2.4726,2.3691,320.0,10.0000,3.0506,10.0459,0.3049
206,767.6947,3.6461,2.4708,2.3680,320.0,10.0000,3.0493,9.9680,0.3066
207,771.3907,3.6960,2.4862,2.3850,320.0,10.0000,3.0915,9.8097,0.3059
208,775.1299,3.7391,2.4811,2.3801,320.0,10.0000,3.2573,9.7878,0.3083
209,778.8651,3.7352,2.4617,2.3616,320.0,10.0000,3.1037,9.7091,0.3066
210,782.5417,3.6767,2.4874,2.3885,320.0,10.0000,3.1614,9.5799,0.3059
211,786.2083,3.6666,2.4157,2.3166,320.0,10.0000,3.0389,9.6128,0.3033
212,790.0041,3.7958,2.4376,2.3399,320.0,10.0000,2.9326,9.4671,0.3073
213,793.7476,3.7435,2.4404,2.3437,320.0,10.0000,2.7305,9.3728,0.3005
214,797.4614,3.7138,2.4500,2.3541,320.0,10.0000,2.8133,9.2949,0.3008
215,801.1869,3.7255,2.4426,2.3471,320.0,10.0000,2.6066,9.2445,0.3003
216,804.9225,3.7356,2.3957,2.3000,320.0,10.0000,2.6245,9.2760,0.2987
217,808.6132,3.6907,2.4254,2.3313,320.0,10.0000,2.4431,9.1088,0.3002
218,812.2726,3.6595,2.4009,2.3074,320.0,10.0000,2.1852,9.0554,0.2930
219,815.9523,3.6796,2.4007,2.3078,320.0,10.0000,2.2218,8.9888,0.2973
220,819.6639,3.7116,2.3672,2.2746,320.0,10.0000,2.2972,8.9654,0.2959
221,823.3613,3.6974,2.3970,2.3054,320.0,10.0000,2.3858,8.8619,0.2951
222,827.0415,3.6802,2.3692,2.2776,320.0,10.0000,2.1382,8.8709,0.2952
223,830.7014,3.6599,2.3952,2.3044,320.0,10.0000,2.3253,8.7841,0.2954
224,834.3373,3.6359,2.3711,2.2806,320.0,10.0000,2.2137,8.7593,0.2953
225,838.0094,3.6721,2.3664,2.2763,320.0,10.0000,2.2815,8.7181,0.2908
226,841.7210,3.7116,2.3338,2.2438,320.0,10.0000,1.9422,8.7084,0.2918
227,845.4504,3.7294,2.3932,2.3043,320.0,10.0000,2.0838,8.5875,0.2940
228,849.1994,3.7490,2.3404,2.2513,320.0,10.0000,1.8219,8.6179,0.2915
229,852.9632,3.7638,2.3590,2.2708,320.0,10.0000,1.7997,8.5294,0.2899
230,856.7144,3.7512,2.3525,2.2645,320.0,10.0000,1.7618,8.5020,0.2930
231,860.3926,3.6782,2.3177,2.2298,320.0,10.0000,1.5819,8.4961,0.2923
232,864.0414,3.6489,2.3607,2.2736,320.0,10.0000,1.7738,8.4214,0.2874
233,867.7935,3.7521,2.3396,2.2523,320.0,10.0000,1.8913,8.4401,0.2899
234,871.4765,3.6830,2.3492,2.2623,320.0,10.0000,1.7417,8.3993,0.2895
235,875.1290,3.6525,2.2989,2.2115,320.0,10.0000,1.5988,8.4455,0.2904
236,878.7918,3.6629,2.3571,2.2710,320.0,10.0000,1.5920,8.3130,0.2931
237,882.5309,3.7391,2.3135,2.2275,320.0,10.0000,2.3183,8.3154,0.2869
238,886.2343,3.7034,2.3090,2.2232,320.0,10.0000,1.4891,8.2886,0.2908
239,889.9109,3.6766,2.3341,2.2487,320.0,10.0000,1.5284,8.2453,0.2902
240,893.6483,3.7375,2.2707,2.1851,320.0,10.0000,1.2900,8.2746,0.2909
241,897.4327,3.7843,2.3015,2.2169,320.0,10.0000,1.5324,8.1750,0.2862
242,901.1992,3.7665,2.2883,2.2039,320.0,10.0000,1.6012,8.1580,0.2853
243,904.8657,3.6666,2.3073,2.2234,320.0,10.0000,1.2498,8.1047,0.2900
244,908.5209,3.6551,2.3119,2.2285,320.0,10.0000,1.3676,8.0580,0.2871
245,912.2181,3.6972,2.2982,2.2149,320.0,10.0000,1.3715,8.0482,0.2894
246,915.8578,3.6397,2.2813,2.1981,320.0,10.0000,1.5965,8.0351,0.2842
247,919.5679,3.7101,2.3186,2.2359,320.0,10.0000,1.5968,7.9847,0.2832
248,923.2446,3.6767,2.2991,2.2164,320.0,10.0000,1.3796,7.9801,0.2869
249,926.9544,3.7098,2.2707,2.1881,320.0,10.0000,1.1960,7.9754,0.2851
250,930.6117,3.6573,2.3099,2.2279,320.0,10.0000,1.4039,7.9058,0.2868
251,934.3248,3.7131,2.2993,2.2175,320.0,10.0000,1.1572,7.8927,0.2864
252,938.0946,3.7698,2.3064,2.2250,320.0,10.0000,1.1246,7.8628,0.2842
253,941.8059,3.7113,2.3150,2.2338,320.0,10.0000,1.1530,7.8328,0.2876
254,945.4917,3.6858,2.2645,2.1830,320.0,10.0000,1.5559,7.8606,0.2840
255,949.2285,3.7368,2.2705,2.1892,320.0,10.0000,1.4212,7.8392,0.2845
256,952.9154,3.6869,2.3365,2.2563,320.0,10.0000,1.3691,7.7379,0.2858
257,956.6079,3.6924,2.2679,2.1872,320.0,10.0000,1.0084,7.7919,0.2853
258,960.3225,3.7147,2.3301,2.2504,320.0,10.0000,1.1259,7.6911,0.2841
259,964.0695,3.7470,2.2665,2.1865,320.0,10.0000,1.2332,7.7164,0.2811
260,967.7819,3.7123,2.2448,2.1648,320.0,10.0000,1.2085,7.7224,0.2786
261,971.4457,3.6639,2.2775,2.1979,320.0,10.0000,1.2061,7.6841,0.2811
262,975.0763,3.6305,2.2803,2.2011,320.0,10.0000,0.9589,7.6431,0.2789
263,978.7383,3.6620,2.2852,2.2066,320.0,10.0000,1.5518,7.5799,0.2787
264,982.4301,3.6918,2.2746,2.1961,320.0,10.0000,1.9155,7.5683,0.2777
265,986.1064,3.6764,2.2689,2.1902,320.0,10.0000,0.9628,7.5923,0.2810
266,989.7428,3.6364,2.2585,2.1797,320.0,10.0000,1.1584,7.5998,0.2801
267,993.4605,3.7177,2.2789,2.2010,320.0,10.0000,0.8650,7.5204,0.2774
268,997.1842,3.7236,2.2398,2.1616,320.0,10.0000,2.1324,7.5406,0.2767
269,1000.9382,3.7540,2.2422,2.1641,320.0,10.0000,1.1553,7.5402,0.2742
270,1004.7095,3.7713,2.2535,2.1755,320.0,10.0000,1.6575,7.5217,0.2765
271,1008.4296,3.7201,2.2610,2.1834,320.0,10.0000,0.9823,7.4838,0.2781
272,1012.1073,3.6777,2.2976,2.2208,320.0,10.0000,2.4477,7.4003,0.2749
273,1015.7941,3.6868,2.2433,2.1662,320.0,10.0000,1.9099,7.4398,0.2755
274,1019.5443,3.7502,2.2694,2.1922,320.0,10.0000,1.6626,7.4460,0.2759
275,1023.2253,3.6809,2.2370,2.1599,320.0,10.0000,1.2238,7.4360,0.2752
276,1026.8994,3.6741,2.2642,2.1877,320.0,10.0000,1.6703,7.3740,0.2742
277,1030.5799,3.6806,2.2093,2.1327,320.0,10.0000,2.2768,7.3936,0.2707
278,1034.2751,3.6951,2.2787,2.2023,320.0,10.0000,1.1842,7.3562,0.2772
279,1037.9343,3.6593,2.1971,2.1202,320.0,10.0000,0.8599,7.4225,0.2669
280,1041.5907,3.6563,2.2433,2.1672,320.0,10.0000,0.8802,7.3383,0.2689
281,1045.2897,3.6990,2.2364,2.1606,320.0,10.0000,1.3138,7.3089,0.2679
282,1048.9317,3.6420,2.2385,2.1628,320.0,10.0000,1.1197,7.3011,0.2717
283,1052.5569,3.6252,2.2313,2.1554,320.0,10.0000,0.7709,7.3240,0.2687
284,1056.2270,3.6701,2.2472,2.1718,320.0,10.0000,0.8633,7.2802,0.2674
285,1059.9268,3.6998,2.2645,2.1896,320.0,10.0000,1.0810,7.2200,0.2681
286,1063.6834,3.7566,2.2136,2.1384,320.0,10.0000,2.0527,7.2560,0.2624
287,1067.4616,3.7782,2.2149,2.1393,320.0,10.0000,0.9814,7.2923,0.2679
288,1071.2340,3.7724,2.2205,2.1454,320.0,10.0000,0.8932,7.2513,0.2641
289,1074.9504,3.7165,2.2402,2.1654,320.0,10.0000,1.4086,7.2110,0.2650
290,1078.6860,3.7356,2.2355,2.1607,320.0,10.0000,1.5934,7.2116,0.2671
291,1082.4209,3.7348,2.2473,2.1724,320.0,10.0000,0.8037,7.2238,0.2690
292,1086.1274,3.7066,2.2355,2.1607,320.0,10.0000,0.7630,7.2137,0.2651
293,1089.8249,3.6975,2.2169,2.1422,320.0,10.0000,1.1841,7.2008,0.2631
294,1093.4290,3.6041,2.2359,2.1615,320.0,10.0000,1.4009,7.1711,0.2646
295,1097.0799,3.6508,2.2319,2.1574,320.0,10.0000,0.8598,7.1898,0.2671
296,1100.7409,3.6611,2.2057,2.1311,320.0,10.0000,0.6887,7.1930,0.2622
297,1104.4684,3.7275,2.2160,2.1416,320.0,10.0000,1.3404,7.1778,0.2588
298,1108.2395,3.7711,2.2277,2.1534,320.0,10.0000,0.9395,7.1624,0.2620
299,1111.9756,3.7361,2.2233,2.1491,320.0,10.0000,0.8021,7.1635,0.2610
300,1115.7246,3.7490,2.1940,2.1196,320.0,10.0000,0.9077,7.1859,0.2604
301,1119.3923,3.6676,2.2049,2.1309,320.0,10.0000,1.3799,7.1392,0.2573
